,Tweet
5363,Safaricom unveils new M-Pesa logo in honour of Eliud Kipchoge's INEOS Challenge. #Eliud159 #eliudkipchoge https://t.co/xXwmpicBWa
5364,"RT @arnoldi254: Now Eliud Kipchoge has his name on Money na si urezo. The limits are now broken

#Eliud159 #eliudkipchoge https://t.co/SWnR…"
5365,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5366,"RT @NLisutsa: Copied..How Eliud Kipchoge’s name does not bear such titles as OGH, EBS, OGW while that of ITUMBI  Maribe and  ALAI and  does…"
5367,RT @Asmali77: Clinton Otieno is basically telling Eliud Kipchoge that Marathon record is hard to break.... https://t.co/e2jmT4MlQ5
5368,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5369,"RT @e_lumumba: Rest of the world, Eliud Kipchoge is about to redefine humanity!
Kenyan media : Have you guys seen the plane? Daaaaaamn😱😱😱😱…"
5370,"RT @Asmali77: In honour of Eliud Kipchoge, Safaricom will change their Mpesa logo to #Eliud159 for the next 5 days to show their loyalty an…"
5371,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5372,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5373,M-PESA has a new logo. The logo is in honor of Olympic Champion Eliud Kipchoge who is competing against his record.… https://t.co/kHW8ZWgZOt
5374,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
5375,All the best Kipchoge Eliud. You are the best for the best is in you.God bless
5376,"Your favorite corporates, broadcasters, parastatals &amp; even prominent individuals are falling over themselves to cel… https://t.co/0diLaz8z3B"
5377,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5378,Eliud Kipchoge about to unite Kenyans for at least 119 minutes.
5379,"RT @Theo_mwangi: While on #TheMagicOfService , this is brilliant from Safaricom🔥🔥🔥✍️✍️
Eliud Kipchoge is the pride of Kenya https://t.co/C3…"
5380,"RT @drexxss: The only competition for Eliud Kipchoge 🤣🤣
#eliudkipchoge https://t.co/LJJNvU9Aq0"
5381,RT @CarolRadull: Eliud Kipchoge flew out last night from his training base in Eldoret town to Vienna Austria ahead of his attempt to run ma…
5382,"RT @ac_mitchelle: Eliud Kipchoge Is the Greatest Marathoner, Ever - The New York Times https://t.co/45juD4rqNg"
5383,"We wish our champion Eliud Kipchoge and all the Athletes joining him, the very best of success as they partake in t… https://t.co/kbznc8fssi"
5384,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5385,"RT @ekisiangani: I don't like the pressure the world has exerted on our Marathon Superstar, Eliud Kipchoge. He is even making things worse…"
5386,"Marathoner Eliud Kipchoge and his pacemakers make first run in the INEOS course in Vienna, Austria. 

Kipchoge is d… https://t.co/lbBtCnUIHd"
5387,"RT @DidmusWaBarasa: There is no doubt that Eliud Kipchoge is a G.O.A.T in marathon race,with the great determination,energy and courage he…"
5388,RT @thuogithuku: Eliud Kipchoge and brother Peter Tabichi are persons our children should study in school as characters they should closely…
5389,My dream job is to work for a brand like @SafaricomPLC always ahead with grand-ideas to not only celebrate their br… https://t.co/Ar6efU7NFE
5390,RT @Asmali77: Clinton Otieno is basically telling Eliud Kipchoge that Marathon record is hard to break.... https://t.co/e2jmT4MlQ5
5391,"Eliud Kipchoge Is the Greatest Marathoner, Ever - The New York Times https://t.co/45juD4rqNg"
5392,"RT @e_lumumba: Rest of the world, Eliud Kipchoge is about to redefine humanity!
Kenyan media : Have you guys seen the plane? Daaaaaamn😱😱😱😱…"
5393,RT @thuogithuku: Eliud Kipchoge and brother Peter Tabichi are persons our children should study in school as characters they should closely…
5394,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5395,"RT @VinieO: Eliud Kipchoge Is the Greatest Marathoner, Ever 

(Just in case, any one doubted/ forgot) 

https://t.co/7RFW59Hjk9"
5396,"RT @Asmali77: In honour of Eliud Kipchoge, Safaricom will change their Mpesa logo to #Eliud159 for the next 5 days to show their loyalty an…"
5397,"RT @AjowiDavid: No longer running against other men, he's running against time.
INEOS1:59

KENYA is proud of you Eliud kipchoge 🏃🏃🏃
#eliudk…"
5398,"RT @Asmali77: In honour of Eliud Kipchoge, Safaricom will change their Mpesa logo to #Eliud159 for the next 5 days to show their loyalty an…"
5399,"Sports fact's

Messi  = soccer GOAT 
Eliud Kipchoge = Athletics GOAT. 
Lewis Hamilton = Formula 1 GOAT
Tiger Woods = Golf GOAT"
5400,"Thank you @SafaricomPLC  for honoring @EliudKipchoge 

Eliud Kipchoge is making Kenya Proud!

#KagambaPR https://t.co/bORjjsNtUF"
5401,"RT @VinieO: Eliud Kipchoge Is the Greatest Marathoner, Ever 

(Just in case, any one doubted/ forgot) 

https://t.co/7RFW59Hjk9"
5402,"My best with to Eliud kipchoge  #KipchogeINEOSChallenge in Vienna Austria history is going to be made ,stay tuned… https://t.co/UHLlMkf7pD"
5403,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5404,RT @thuogithuku: Eliud Kipchoge and brother Peter Tabichi are persons our children should study in school as characters they should closely…
5405,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5406,"RT @Crazy_Nairobian: This world record cannot escape our Kenyan world record marathon holder, in short, it cannot Eliud Kipchoge 🇰🇪 😎"
5407,Inafanyika saa ngapi? I wanna see Eliud Kipchoge race against time. I believe he can do it. https://t.co/TEUp1EQSlf
5408,Sasa vile tuna insist na  #Eliud159 what if he hits less than 1:59 remember he has always insisted no human is limi… https://t.co/APjJz4vSJm
5409,"RT @Aadozo: Safaricom will change their Mpesa logo for the next 5 days in honour of Eliud Kipchoge.

They will also offer free 1.59GB data…"
5410,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5411,Yes he can!  https://t.co/CtXxZETpyJ
5412,RT @Moha001_Onyango: For those who aren't good in Mazematic... Eliud Kipchoge is supposed to run a distance of 42 kms in less than 2 hours.…
5413,"RT @georgenjoroge_: Eliud Kipchoge is the greatest marathon runner of all-time. His level of motivation, mental and physical discipline and…"
5414,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
5415,"To know Eliud Kipchoge and his super-humanness that has kept the world awed, and why #INEOS, check his previous att… https://t.co/z300VxgK4g"
5416,Companies are seriously milking this Eliud Kipchoge marathon record trial
5417,"RT @SirAlexas: In honour of Eliud Kipchoge, Safaricom will change their Mpesa logo for the next 5 days to show their loyalty and support fo…"
5418,RT @CarolRadull: Eliud Kipchoge first day in Vienna  ahead of the #INEOS159Challenge. He trained on the challenge course with several of hi…
5419,Safaricom unveil a new Mpesa logo for the next seven days in support of Eliud Kipchoge's Ineos 1:59 Challenge.… https://t.co/Vi2rGfidIr
5420,"RT @drexxss: The only competition for Eliud Kipchoge 🤣🤣
#eliudkipchoge https://t.co/LJJNvU9Aq0"
5421,"RT @bevalynekwambo3: #ineos159challenge
Eliud Kipchoge is busy Breaking his own record,  it's him against time, meaning, the only person yo…"
5422,"RT @VinieO: Eliud Kipchoge Is the Greatest Marathoner, Ever 

(Just in case, any one doubted/ forgot) 

https://t.co/7RFW59Hjk9"
5423,"While on #TheMagicOfService , this is brilliant from Safaricom🔥🔥🔥✍️✍️
Eliud Kipchoge is the pride of Kenya https://t.co/C3nILAduU3"
5424,"RT @UAbuu: All The Best Eliud Kipchoge

This Saturday, October 12, 2019, #EliudKipchoge, will attempt to break the world record by running…"
5425,"RT @SirAlexas: If Eliud Kipchoge runs below 2 hours, we deserve an holiday to celebrate that...."
5426,"RT @bevalynekwambo3: #ineos159challenge
Eliud Kipchoge is busy Breaking his own record,  it's him against time, meaning, the only person yo…"
5427,"Safaricom will change their Mpesa logo for the next 5 days in honour of Eliud Kipchoge.

They will also offer free… https://t.co/fqbnehbn0a"
5428,"RT @UAbuu: All The Best Eliud Kipchoge

This Saturday, October 12, 2019, #EliudKipchoge, will attempt to break the world record by running…"
5429,"RT @mwangiezeyy: By the way, I just saw some maths somewhere ati Eliud Kipchoge would have to do an average speed of 5.8 Metres per second…"
5430,"RT @Asmali77: In honour of Eliud Kipchoge, Safaricom will change their Mpesa logo to #Eliud159 for the next 5 days to show their loyalty an…"
5431,RT @BettKMax: INEOS 159 challenge is very impossible for Eliud Kipchoge. #ineos159challenge https://t.co/EMhmlznWCW
5432,Safaricom changing their Mpesa logo to Eliud 159 for the next 5 days to show support to our king Eliud Kipchoge… https://t.co/EcfnnvVt9n
5433,"RT @UAbuu: All The Best Eliud Kipchoge

This Saturday, October 12, 2019, #EliudKipchoge, will attempt to break the world record by running…"
5434,"RT @ngash_thuku: #EliudKipchoge is determined to break his own record in Vienna #ineos159challenge #KOTLoyal
Eliud win Kenya 🇰🇪 wins!!! htt…"
5435,"RT @drexxss: The only competition for Eliud Kipchoge 🤣🤣
#eliudkipchoge https://t.co/LJJNvU9Aq0"
5436,"RT @arnoldi254: Now Eliud Kipchoge has his name on Money na si urezo. The limits are now broken

#Eliud159 #eliudkipchoge https://t.co/SWnR…"
5437,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5438,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5439,"@VictorWanyama message to @EliudKipchoge ahead of #INEOS159 challenge 
https://t.co/JiAav3NZYB read more @news9kenya on #eliudkipchoge Ruto"
5440,The pressure we have put on Eliud Kipchoge is too much. He should take it easy. Let him not push it so hard. He can do it.
5441,"RT @VinieO: Eliud Kipchoge Is the Greatest Marathoner, Ever 

(Just in case, any one doubted/ forgot) 

https://t.co/7RFW59Hjk9"
5442,RT @bellelinde: The Epic Untold Story of Nike’s (Almost) Perfect Marathon https://t.co/1WU9RRqTzm via @WIRED - Speaking of Eliud Kipchoge.…
5443,"RT @Asmali77: In honour of Eliud Kipchoge, Safaricom will change their Mpesa logo to #Eliud159 for the next 5 days to show their loyalty an…"
5444,"For Eliud Kipchoge to do 1:59 on a 42.195km course, he needs to go at an average of 5.91 m/s minimum (21.276 km/hr)… https://t.co/V8vMjUxrxn"
5445,"RT @drexxss: The only competition for Eliud Kipchoge 🤣🤣
#eliudkipchoge https://t.co/LJJNvU9Aq0"
5446,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5447,"RT @WilliamsMkenya: Mathematically, Eliud Kipchoge will run at a speed of 5 m/s in order for him to achieve the #INEOS159Challenge. Good lu…"
5448,RT @CarolRadull: Eliud Kipchoge first day in Vienna  ahead of the #INEOS159Challenge. He trained on the challenge course with several of hi…
5449,"RT @arnoldi254: Now Eliud Kipchoge has his name on Money na si urezo. The limits are now broken

#Eliud159 #eliudkipchoge https://t.co/SWnR…"
5450,"Eliud kipchoge working hard to better himself,to beat his own record then there are those who work harder to destro… https://t.co/kZcbQeddrj"
5451,INEOS 159 challenge is very impossible for Eliud Kipchoge. #ineos159challenge https://t.co/EMhmlznWCW
5452,Special Jet for Eliud Kipchoge Ahead of Historic Feat @dailynation : https://t.co/2aQ6x3Uch5 #Kenya #INEOS159… https://t.co/juis0JuFl6
5453,What if one of Eliud Kipchoge's pacemakers cross the line before him and actually breaks the record😂😂😂😂😂. I don't trust this #INEOS159
5454,"RT @drexxss: The only competition for Eliud Kipchoge 🤣🤣
#eliudkipchoge https://t.co/LJJNvU9Aq0"
5455,RT @Asmali77: Clinton Otieno is basically telling Eliud Kipchoge that Marathon record is hard to break.... https://t.co/e2jmT4MlQ5
5456,"RT @drexxss: The only competition for Eliud Kipchoge 🤣🤣
#eliudkipchoge https://t.co/LJJNvU9Aq0"
5457,RT @Asmali77: Clinton Otieno is basically telling Eliud Kipchoge that Marathon record is hard to break.... https://t.co/e2jmT4MlQ5
5458,"RT @NelsonHavi: Eliud Kipchoge is determined to defeat himself yesterday, today and here you are unsuccessfully struggling to defeat others…"
5459,"RT @VinieO: Eliud Kipchoge Is the Greatest Marathoner, Ever 

(Just in case, any one doubted/ forgot) 

https://t.co/7RFW59Hjk9"
5460,"RT @VinieO: Eliud Kipchoge Is the Greatest Marathoner, Ever 

(Just in case, any one doubted/ forgot) 

https://t.co/7RFW59Hjk9"
5461,RT @itskaris254: Eliud kipchoge is out there competing himself and you are hear competing others 😂.... Nani aaaiii
5462,"RT @drexxss: The only competition for Eliud Kipchoge 🤣🤣
#eliudkipchoge https://t.co/LJJNvU9Aq0"
